limit_bal,sex,education,marriage,age,pay_1,pay_2,bill_amt1,bill_amt2,pay_amt1,pay_amt2,default_payment_next_month,age_range,age_range_int,sum_pay,mean_bill,mean_pay_amt
230000,1,3.0,2.0,34,0,0,137122,138268,6700,6500,0,33-34,5,0,756083.0,34314.0
50000,1,2.0,1.0,43,0,0,27681,28287,1458,1485,0,41-43,14,0,174490.0,7537.0
100000,1,3.0,2.0,48,-1,-1,390,780,780,0,1,46-49,16,0,2340.0,1560.0
80000,1,1.0,1.0,46,2,2,40509,40551,1000,3000,0,43-46,15,12,253900.0,10800.0
250000,1,3.0,1.0,28,0,0,249827,191305,8500,3899,0,27-28,7,0,812570.0,26324.0
150000,1,3.0,1.0,45,-2,-2,389,349,350,8403,0,43-46,15,-12,12961.0,13788.0
140000,1,3.0,1.0,42,0,0,137952,141168,7000,6110,0,41-43,14,0,627270.0,38140.0
530000,1,1.0,1.0,35,0,0,339912,335081,12188,12639,0,34-35,8,0,1884287.0,72525.0
20000,1,1.0,2.0,30,2,2,16855,17272,1000,2832,1,29-30,4,8,113224.0,5641.0
130000,1,1.0,1.0,29,0,0,71051,67664,3000,3000,0,28-29,3,0,362135.0,18000.0
20000,1,3.0,2.0,34,1,4,15526,14996,0,0,0,33-34,5,14,88705.0,3363.0
50000,1,2.0,1.0,38,3,2,33759,36388,3500,0,1,37-38,9,14,214825.0,8000.0
470000,1,3.0,2.0,37,2,2,519901,499024,0,20600,1,35-37,13,4,2772282.0,80800.0
310000,1,2.0,2.0,41,0,0,369398,342174,10250,9278,0,40-41,12,0,1403335.0,226528.0
180000,1,2.0,1.0,49,-2,-2,0,0,0,0,0,46-49,16,-12,45.0,2425.0
310000,1,1.0,1.0,45,-2,-2,8964,1168,1174,6527,0,43-46,15,-12,16579.0,7701.0
160000,1,1.0,1.0,42,2,2,14137,13613,0,1247,1,41-43,14,8,92586.0,5392.0
500000,1,2.0,2.0,32,0,0,126599,132527,8000,8500,0,31-33,2,2,833962.0,51500.0
380000,1,2.0,1.0,37,0,0,288908,288614,12036,11483,0,35-37,13,0,1468459.0,53050.0
250000,1,,1.0,35,-2,-2,22839,7745,7783,12046,0,34-35,8,-12,77413.0,55327.0
500000,1,1.0,2.0,39,-1,-1,22204,83528,83643,472,0,38-40,10,-5,204204.0,310108.0
210000,1,1.0,2.0,33,-1,-1,10635,9921,10046,2570,0,31-33,2,-6,63868.0,60608.0
250000,1,1.0,1.0,46,-2,-2,0,0,0,500,1,43-46,15,-12,500.0,500.0
60000,1,1.0,2.0,28,0,0,59114,59350,2800,4905,0,27-28,7,2,315190.0,12515.0
200000,1,2.0,1.0,44,-1,-1,4735,3668,3679,21666,0,43-46,15,-6,53441.0,55018.0
200000,1,1.0,1.0,30,2,2,44411,45379,2000,1500,1,29-30,4,12,269366.0,9040.0
20000,1,2.0,2.0,44,1,2,18330,17743,0,3208,0,43-46,15,7,111857.0,4399.0
360000,1,1.0,1.0,41,-2,-2,316,736,736,2178,1,40-41,12,-12,6868.0,7037.0
100000,1,2.0,1.0,39,0,0,91300,0,0,0,0,38-40,10,-8,91300.0,0.0
180000,1,2.0,1.0,37,0,0,102937,104598,5000,4100,0,35-37,13,0,561573.0,25110.0
380000,1,1.0,1.0,46,1,-2,0,0,0,0,0,43-46,15,-9,0.0,0.0
50000,1,3.0,1.0,28,0,0,49468,49896,1900,2004,0,27-28,7,0,301122.0,12006.0
200000,1,1.0,2.0,32,0,0,141634,145060,5700,6000,0,31-33,2,0,896785.0,35437.0
200000,1,1.0,1.0,41,-1,-1,580,580,580,580,1,40-41,12,-6,3480.0,3599.0
280000,1,1.0,2.0,32,0,0,217798,202676,10050,10123,0,31-33,2,0,1163065.0,49770.0
200000,1,1.0,1.0,34,1,-2,0,0,0,0,0,33-34,5,-4,120156.0,44941.0
150000,1,1.0,2.0,30,0,0,201864,121338,13230,31280,0,29-30,4,0,791354.0,324249.0
360000,1,2.0,1.0,31,0,0,359491,354962,14108,11100,1,30-31,1,0,1551285.0,51417.0
230000,1,1.0,1.0,35,-2,-2,392,4106,4114,2566,0,34-35,8,-12,14686.0,17478.0
240000,1,2.0,,35,0,0,18392,16427,1505,1327,0,34-35,8,0,83497.0,7332.0
420000,1,1.0,1.0,40,-1,-1,4110,-150,0,6404,0,38-40,10,-1,16237.0,6424.0
450000,1,1.0,1.0,37,-2,-2,16666,16662,16662,19432,0,35-37,13,-12,120712.0,140573.0
10000,1,3.0,2.0,34,0,0,8820,8813,1100,2148,0,33-34,5,0,55247.0,5606.0
100000,1,2.0,1.0,30,0,0,37218,33720,1641,1200,0,29-30,4,-2,106154.0,3841.0
180000,1,1.0,1.0,45,1,-2,0,0,0,0,1,43-46,15,-9,0.0,0.0
10000,1,3.0,2.0,43,0,0,9545,10443,1117,1125,0,41-43,14,0,52854.0,5345.0
20000,1,3.0,2.0,43,0,0,15921,16930,1280,1304,1,41-43,14,0,109137.0,6048.0
50000,1,1.0,2.0,32,0,0,15068,18303,3500,2400,1,31-33,2,9,112440.0,7900.0
250000,1,1.0,2.0,32,-1,-1,55741,74048,74081,29403,0,31-33,2,-6,254137.0,198806.0
150000,1,2.0,1.0,48,0,0,118610,121098,4955,4947,0,46-49,16,0,567961.0,21230.0
30000,1,2.0,2.0,30,0,0,29993,29890,1856,1000,0,29-30,4,-1,138800.0,35914.0
500000,1,1.0,1.0,31,0,0,400780,408982,30000,25025,0,30-31,1,0,2118528.0,110035.0
120000,1,1.0,2.0,31,0,0,64670,68574,5000,5000,0,30-31,1,0,414581.0,35000.0
200000,1,1.0,2.0,31,-2,-2,15321,1199,5006,938,0,30-31,1,-9,152539.0,144482.0
340000,1,3.0,1.0,44,0,0,109424,111606,4032,4117,0,43-46,15,0,664371.0,23733.0
20000,1,2.0,2.0,44,0,-1,19696,203,203,20710,0,43-46,15,-2,99181.0,24486.0
20000,1,2.0,1.0,37,0,0,11551,9181,1102,2100,0,35-37,13,0,44933.0,4381.0
20000,1,3.0,2.0,33,1,2,16247,15689,0,3000,0,31-33,2,11,106140.0,6000.0
220000,1,1.0,2.0,34,0,0,14588,6689,5021,4674,0,33-34,5,-3,265883.0,139225.0
20000,1,2.0,1.0,34,0,0,2799,2164,2005,1200,0,33-34,5,0,17983.0,6100.0
280000,1,2.0,1.0,30,-1,3,652,652,0,0,0,29-30,4,1,4487.0,3385.0
400000,1,1.0,1.0,49,-1,-1,38810,58265,58265,49415,0,46-49,16,-8,146490.0,107680.0
310000,1,1.0,2.0,45,0,0,313268,278821,10010,11500,0,43-46,15,0,1760044.0,78560.0
30000,1,1.0,1.0,37,0,0,29104,30606,2000,2000,1,35-37,13,0,176028.0,9405.0
80000,1,2.0,2.0,38,0,0,73171,76815,5000,4000,0,37-38,9,0,369220.0,21588.0
10000,1,,2.0,44,0,0,8958,8774,1147,1224,0,43-46,15,0,53800.0,3714.0
70000,1,3.0,,47,0,0,67938,64248,2314,2060,0,46-49,16,0,329758.0,11508.0
390000,1,1.0,2.0,37,-2,-2,0,0,0,0,0,35-37,13,-12,4792.0,5282.0
340000,1,3.0,1.0,43,0,0,251135,268949,22000,20251,0,41-43,14,4,1667989.0,90427.0
180000,1,1.0,1.0,41,1,2,114952,117567,6000,5100,1,40-41,12,9,710563.0,26100.0
100000,1,1.0,1.0,31,0,0,30505,31509,1509,1597,1,30-31,1,0,187539.0,34841.0
360000,1,2.0,2.0,37,-2,-2,880,22311,22311,26,0,35-37,13,-12,30059.0,47798.0
50000,1,3.0,2.0,44,0,0,49911,50525,1762,4800,0,43-46,15,2,240515.0,9099.0
360000,1,2.0,2.0,33,0,0,60219,45680,22694,36063,0,31-33,2,-2,302618.0,162302.0
50000,1,2.0,2.0,39,0,0,26842,23540,2500,2010,0,38-40,10,0,119492.0,8910.0
150000,1,2.0,1.0,35,0,0,129564,125063,10076,10050,0,34-35,8,0,798940.0,66364.0
20000,1,3.0,1.0,30,0,0,19131,17834,1500,1400,0,29-30,4,-1,66251.0,52300.0
150000,1,1.0,1.0,44,0,0,152375,122540,5005,10002,1,43-46,15,0,805176.0,43038.0
50000,1,3.0,1.0,42,0,0,45220,46272,1800,1800,0,41-43,14,0,286967.0,11638.0
500000,1,2.0,1.0,40,-1,-1,1010,4682,4682,5000,0,38-40,10,-3,37150.0,21282.0
280000,1,2.0,1.0,39,-2,-2,1525,7391,7430,5234,0,38-40,10,-12,24414.0,26186.0
270000,1,2.0,1.0,49,0,0,157713,154413,7100,16000,0,46-49,16,2,897700.0,38107.0
110000,1,2.0,2.0,42,0,0,53113,57376,5150,2000,0,41-43,14,4,392345.0,63950.0
280000,1,2.0,2.0,31,0,0,136798,129735,4528,4340,0,30-31,1,0,727945.0,24864.0
200000,1,2.0,1.0,33,-1,-1,2104,998,1003,848,0,31-33,2,-4,52507.0,31707.0
30000,1,2.0,2.0,37,2,2,25811,29066,3700,0,1,35-37,13,6,127975.0,9425.0
130000,1,3.0,1.0,44,0,0,124716,128924,6789,12206,0,43-46,15,0,705672.0,39835.0
440000,1,1.0,2.0,33,-1,-1,2976,16911,16911,5945,0,31-33,2,-5,62550.0,60157.0
170000,1,2.0,1.0,37,1,2,77959,76115,0,5000,0,35-37,13,3,490318.0,25000.0
50000,1,1.0,2.0,38,0,0,50620,47164,3000,3014,0,37-38,9,0,233778.0,18381.0
120000,1,3.0,1.0,40,-1,-1,32161,64308,64308,3000,0,38-40,10,-2,353485.0,83308.0
500000,1,1.0,2.0,37,0,0,50140,45984,1862,1593,0,35-37,13,0,203322.0,6832.0
120000,1,1.0,2.0,31,-1,-1,15665,2647,2647,10363,0,30-31,1,-7,32205.0,16610.0
180000,1,2.0,1.0,33,0,0,65226,71031,10000,5000,0,31-33,2,0,455917.0,33178.0
350000,1,1.0,2.0,33,-2,-2,2394,1685,1685,569,1,31-33,2,-12,13699.0,12048.0
20000,1,2.0,2.0,30,0,0,7534,4704,2000,15300,0,29-30,4,-1,79920.0,23500.0
160000,1,2.0,1.0,39,0,0,14658,15666,1258,1286,1,38-40,10,2,102322.0,6448.0
290000,1,1.0,1.0,37,-2,-2,-17,3465,3482,10194,0,35-37,13,-12,18609.0,22679.0
180000,1,2.0,2.0,30,-1,-1,3229,0,0,6709,0,29-30,4,-3,20185.0,27076.0
200000,1,1.0,2.0,32,-1,-1,1125,2182,2182,0,1,31-33,2,-9,3307.0,2182.0
210000,1,2.0,1.0,39,-1,-1,1443,1443,1443,1443,0,38-40,10,-6,8658.0,8658.0
70000,1,2.0,2.0,30,1,-1,0,11609,11609,2000,0,29-30,4,0,72560.0,24529.0
280000,1,2.0,2.0,38,2,2,163675,168581,9000,6000,1,37-38,9,8,1005276.0,32212.0
120000,1,3.0,2.0,31,1,-2,-94,-2090,3,0,1,30-31,1,-9,-11744.0,3.0
260000,1,1.0,2.0,45,-1,-1,6062,-900,0,0,0,43-46,15,-6,11705.0,11122.0
340000,1,1.0,2.0,31,0,0,342299,339883,14000,13000,0,30-31,1,0,1991286.0,76000.0
260000,1,1.0,2.0,29,0,0,56050,52079,6000,6000,0,28-29,3,0,299445.0,31000.0
140000,1,1.0,2.0,29,0,0,34052,34677,1553,1601,0,28-29,3,0,212669.0,10117.0
140000,1,2.0,1.0,36,1,-1,119279,6771,10000,10000,0,35-37,13,0,205370.0,97000.0
200000,1,2.0,1.0,38,1,2,185471,189921,9000,8300,0,37-38,9,7,1152374.0,38600.0
50000,1,2.0,2.0,43,0,0,29308,20491,2000,1340,1,41-43,14,0,129060.0,6848.0
130000,1,2.0,2.0,27,0,0,21920,12390,1400,0,0,26-27,11,-6,34310.0,1400.0
130000,1,1.0,2.0,27,0,0,71668,47836,2000,0,0,26-27,11,-6,119504.0,2000.0
50000,1,2.0,2.0,28,0,0,26538,27592,1500,3500,0,27-28,7,2,172648.0,8191.0
20000,1,3.0,1.0,28,0,0,19794,19519,1304,2900,0,27-28,7,2,111191.0,14157.0
390000,1,1.0,2.0,28,0,0,18891,19521,6000,10000,0,27-28,7,0,127053.0,40000.0
50000,1,2.0,2.0,28,2,2,45769,47213,2500,2000,0,27-28,7,10,278273.0,11611.0
30000,1,2.0,2.0,29,1,2,24180,23498,0,1715,0,28-29,3,3,149905.0,6425.0
240000,1,2.0,1.0,33,-2,-1,15220,7549,7575,125335,0,31-33,2,-3,452365.0,144691.0
180000,1,1.0,2.0,31,-1,-1,6383,3166,3200,13500,0,30-31,1,-6,40341.0,40307.0
420000,1,1.0,2.0,31,-2,-2,7712,72910,35527,18442,0,30-31,1,-12,168668.0,146190.0
120000,1,1.0,2.0,33,2,0,52053,52592,2000,2000,1,31-33,2,2,327728.0,13500.0
450000,1,1.0,2.0,34,-1,-1,12712,1830,1830,1188,0,33-34,5,-6,24989.0,12282.0
20000,1,1.0,2.0,34,0,0,19569,2700,1000,0,1,33-34,5,-6,22269.0,1000.0
360000,1,2.0,1.0,35,-2,-2,-9,-9,0,0,1,34-35,8,-12,4407.0,4452.0
350000,1,2.0,2.0,40,0,0,28194,29334,1500,2000,0,38-40,10,-2,88874.0,4169.0
180000,1,3.0,2.0,44,0,0,172064,175287,8000,5018,0,43-46,15,0,866846.0,52018.0
410000,1,2.0,1.0,41,0,0,392906,400864,16000,17986,0,40-41,12,-1,1626819.0,53899.0
50000,1,3.0,1.0,36,0,0,44917,46230,2061,4150,0,35-37,13,0,229255.0,10733.0
430000,1,3.0,1.0,36,0,0,35488,39897,5000,10000,0,35-37,13,0,233458.0,24500.0
200000,1,3.0,,48,-1,-1,7331,4760,4780,3529,0,46-49,16,-4,65410.0,55035.0
180000,1,1.0,2.0,35,0,0,52160,46545,3022,3005,0,34-35,8,0,225890.0,15033.0
200000,1,1.0,1.0,35,0,0,29675,28425,9000,2000,0,34-35,8,-1,407401.0,278960.0
160000,1,2.0,1.0,35,2,2,155327,159293,8000,0,1,34-35,8,6,887860.0,27900.0
100000,1,2.0,1.0,47,0,0,72703,74147,2653,3352,0,46-49,16,0,460423.0,18281.0
140000,1,2.0,2.0,44,2,0,84371,85119,3046,3153,1,43-46,15,2,528738.0,20307.0
120000,1,2.0,1.0,43,-1,-1,3972,2809,2816,1021,0,41-43,14,-7,16961.0,13006.0
360000,1,1.0,2.0,37,1,-1,-2,513,515,1075,0,35-37,13,-4,4305.0,4712.0
120000,1,1.0,1.0,41,0,0,115467,54921,2000,2500,1,40-41,12,-1,408145.0,121500.0
310000,1,1.0,1.0,37,-1,-1,46916,5545,5545,17248,0,35-37,13,-6,89877.0,51835.0
180000,1,1.0,1.0,44,-2,-2,14787,12222,12898,17266,0,43-46,15,-12,90134.0,92194.0
160000,1,2.0,1.0,46,0,0,116988,114956,4200,5555,0,43-46,15,0,669154.0,25955.0
50000,1,2.0,1.0,48,2,0,79262,40931,3278,1880,1,46-49,16,2,239541.0,18508.0
300000,1,2.0,1.0,40,0,0,25492,28048,3000,3000,0,38-40,10,0,192581.0,22000.0
500000,1,3.0,1.0,43,0,0,57313,54997,4060,5014,0,41-43,14,0,261627.0,23079.0
230000,1,2.0,1.0,39,1,-1,-430,16659,18675,0,0,38-40,10,1,26584.0,25066.0
300000,1,3.0,1.0,45,-1,-1,836,390,390,780,0,43-46,15,-2,3956.0,1950.0
180000,1,2.0,2.0,41,-2,-2,0,900,900,910,0,40-41,12,-12,1810.0,1810.0
280000,1,2.0,1.0,45,-1,-1,1207,1207,1207,1207,0,43-46,15,-6,7242.0,7242.0
20000,1,3.0,2.0,47,-1,0,3897,4774,1004,0,0,46-49,16,-6,12631.0,7004.0
360000,1,1.0,1.0,37,-1,-1,5225,-1900,6,18022,0,35-37,13,-3,64523.0,34658.0
20000,1,2.0,,37,0,0,19701,20302,2000,1500,0,35-37,13,0,113540.0,10500.0
250000,1,1.0,1.0,35,0,0,70767,78906,10000,10000,0,34-35,8,-1,319705.0,48000.0
120000,1,1.0,1.0,45,0,0,118287,117775,5700,5700,0,43-46,15,0,711300.0,32400.0
100000,1,,,44,2,2,40199,39218,0,2005,0,43-46,15,4,201859.0,9681.0
50000,1,3.0,1.0,47,0,0,11752,13244,2000,2000,0,46-49,16,2,87498.0,8000.0
470000,1,3.0,2.0,31,-1,-1,8748,2442,3500,11,0,30-31,1,-3,27357.0,17485.0
80000,1,2.0,1.0,45,-1,-1,10290,40000,40000,0,0,43-46,15,-6,132123.0,115736.0
110000,1,2.0,2.0,29,0,0,31327,31495,2000,1800,0,28-29,3,0,178577.0,13202.0
280000,1,2.0,2.0,30,0,0,261602,267238,10000,11075,0,29-30,4,0,1298076.0,49229.0
200000,1,1.0,1.0,37,-2,-2,3509,-8,0,1906,0,35-37,13,-12,11461.0,9502.0
170000,1,3.0,1.0,45,-1,0,34778,40441,10000,5000,0,43-46,15,-1,221969.0,24000.0
60000,1,2.0,1.0,41,1,-1,-1582,56557,59852,5011,0,40-41,12,0,174957.0,78363.0
180000,1,2.0,1.0,36,0,0,184661,183112,7000,7000,0,35-37,13,0,1096733.0,41411.0
300000,1,2.0,1.0,43,-2,-2,0,0,0,0,1,41-43,14,-12,0.0,0.0
150000,1,2.0,1.0,40,0,0,142326,145231,4500,6114,1,38-40,10,-2,588202.0,14114.0
210000,1,1.0,2.0,39,-2,-2,28435,7615,7637,0,0,38-40,10,-12,36050.0,21900.0
50000,1,3.0,2.0,37,-1,0,20248,50797,45535,3500,0,35-37,13,-1,211381.0,54513.0
50000,1,1.0,1.0,45,-1,-1,390,390,390,390,1,43-46,15,-6,2340.0,2340.0
300000,1,2.0,1.0,35,-2,-2,0,0,0,0,0,34-35,8,-12,0.0,0.0
80000,1,2.0,1.0,43,0,0,78726,78837,3000,3000,0,41-43,14,0,349521.0,13500.0
170000,1,2.0,2.0,31,0,-1,172012,167929,168019,5000,0,30-31,1,-1,860882.0,195644.0
50000,1,3.0,1.0,44,0,0,19951,17221,1282,1253,0,43-46,15,0,91266.0,5032.0
140000,1,2.0,1.0,40,0,0,139282,138095,4945,5254,1,38-40,10,0,762580.0,26062.0
350000,1,2.0,1.0,36,0,0,32596,16666,1000,32597,1,35-37,13,-3,148000.0,84598.0
20000,1,2.0,1.0,45,-1,-1,836,836,836,2006,0,43-46,15,-8,-17982.0,4283.0
170000,1,1.0,2.0,32,2,2,2097,0,0,0,1,31-33,2,-3,8368.0,6271.0
20000,1,3.0,2.0,40,0,0,17613,18897,1590,1208,1,38-40,10,-1,91250.0,6154.0
240000,1,2.0,1.0,44,0,0,23904,21643,1400,1400,0,43-46,15,0,116915.0,7100.0
50000,1,2.0,1.0,40,0,0,31852,28526,1600,2018,1,38-40,10,0,184858.0,8618.0
230000,1,2.0,1.0,41,0,0,301038,305327,9405,7769,1,40-41,12,0,1425846.0,44736.0
100000,1,1.0,1.0,35,1,2,3515,2975,10,3141,0,34-35,8,1,36374.0,15820.0
300000,1,1.0,2.0,45,-1,-1,3016,-2659,0,43655,0,43-46,15,-3,157521.0,48382.0
90000,1,2.0,1.0,42,0,0,87104,90651,5000,4500,1,41-43,14,-4,270155.0,9500.0
210000,1,1.0,2.0,32,0,0,218742,218317,10000,5000,0,31-33,2,0,775727.0,69500.0
50000,1,2.0,2.0,44,0,0,10101,6295,1300,1300,0,43-46,15,0,49167.0,5200.0
400000,1,2.0,1.0,46,0,0,113125,98056,8000,128000,0,43-46,15,0,729980.0,156000.0
300000,1,1.0,1.0,37,-2,-2,19954,22492,23348,20477,0,35-37,13,-10,134863.0,269495.0
150000,1,1.0,2.0,32,2,2,126115,128860,6300,6100,0,31-33,2,12,785180.0,32600.0
500000,1,1.0,1.0,35,2,0,510367,473584,24913,5872,1,34-35,8,1,2658143.0,586182.0
300000,1,2.0,2.0,38,1,-1,0,780,1560,0,1,37-38,9,3,2730.0,2880.0
300000,1,1.0,1.0,45,1,-2,0,0,0,0,0,43-46,15,-9,0.0,0.0
150000,1,1.0,2.0,33,-1,2,6146,891,0,8969,0,31-33,2,-2,28626.0,66746.0
410000,1,1.0,2.0,32,0,0,198954,202511,7000,9000,0,31-33,2,0,1009553.0,40000.0
80000,1,1.0,2.0,33,0,0,77244,78259,3492,3593,0,31-33,2,0,403209.0,15720.0
50000,1,3.0,2.0,33,0,0,8949,9745,1030,31117,0,31-33,2,-2,107210.0,49246.0
140000,1,3.0,2.0,33,-2,-2,500,473,473,0,0,31-33,2,-12,14120.0,14396.0
150000,1,2.0,1.0,33,2,-1,1033,1533,1550,0,1,31-33,2,-6,2566.0,1550.0
20000,1,1.0,1.0,33,0,0,20276,20134,1326,1326,0,31-33,2,0,118715.0,6004.0
200000,1,1.0,2.0,33,-1,-1,12202,1964,4994,12181,0,31-33,2,-5,41683.0,29717.0
110000,1,2.0,2.0,42,0,0,80338,83483,5000,10000,0,41-43,14,0,446617.0,32300.0
230000,1,2.0,2.0,41,2,0,225043,229701,10000,11000,1,40-41,12,2,1345795.0,57000.0
50000,1,2.0,1.0,49,1,2,17371,17789,1000,1000,1,46-49,16,11,111505.0,6000.0
50000,1,2.0,2.0,49,1,2,47360,45915,0,2200,0,46-49,16,3,216777.0,9200.0
50000,1,1.0,1.0,49,-1,-1,25801,-1032,0,9000,0,46-49,16,-2,69431.0,37735.0
310000,1,1.0,1.0,50,-1,-1,396,396,396,0,0,49-53,17,-6,4666.0,6347.0
10000,1,2.0,1.0,49,1,-1,-20,780,800,0,1,46-49,16,-5,1540.0,1580.0
100000,1,3.0,1.0,50,2,3,66204,64551,0,4000,0,49-53,17,14,412518.0,17000.0
700000,1,2.0,1.0,50,-2,-2,3528,2018,2024,2131,0,49-53,17,-12,17069.0,15686.0
330000,1,1.0,1.0,50,-2,-2,-17,-17,0,0,0,49-53,17,-12,1063.0,1180.0
300000,1,2.0,1.0,46,-1,-1,1413,15393,15480,0,0,43-46,15,-6,30329.0,29877.0
500000,1,3.0,1.0,49,0,0,260991,214726,7890,20132,0,46-49,16,0,1089787.0,60283.0
10000,1,3.0,1.0,51,1,-1,0,950,950,1000,0,49-53,17,4,3680.0,1950.0
70000,1,3.0,1.0,50,0,0,68725,70413,3220,2220,0,49-53,17,0,305318.0,37473.0
110000,1,2.0,1.0,50,1,-1,-10682,50928,62000,5000,0,49-53,17,0,187280.0,75000.0
250000,1,2.0,1.0,50,0,0,238215,182156,9000,5000,0,49-53,17,-3,542875.0,16200.0
550000,1,3.0,1.0,50,2,2,491810,534289,51500,0,1,49-53,17,8,2973797.0,124432.0
390000,1,1.0,2.0,47,-1,-1,898,0,0,0,0,46-49,16,-7,9881.0,8983.0
100000,1,,2.0,51,2,2,104264,101658,0,4134,0,49-53,17,4,599841.0,18396.0
20000,1,2.0,1.0,47,2,0,17305,17917,1295,1368,1,46-49,16,2,110924.0,5631.0
360000,1,2.0,1.0,50,0,0,221855,256171,46000,0,0,49-53,17,-1,497888.0,61791.0
60000,1,2.0,1.0,50,-1,-1,7888,13989,14026,9700,0,49-53,17,-4,76674.0,53663.0
150000,1,2.0,1.0,51,2,2,17307,16736,0,1329,1,49-53,17,8,126333.0,12087.0
360000,1,3.0,1.0,49,0,0,170792,153458,5729,5365,0,46-49,16,0,796682.0,28271.0
50000,1,1.0,2.0,49,0,0,48960,49686,2255,2292,0,46-49,16,0,178976.0,7304.0
170000,1,1.0,1.0,50,1,2,152495,155698,7200,7300,0,49-53,17,11,954022.0,39100.0
300000,1,2.0,1.0,51,1,2,198235,193548,0,8000,0,49-53,17,5,1227113.0,49500.0
150000,1,3.0,2.0,51,-1,-1,3958,3146,3146,2659,0,49-53,17,-6,21031.0,21804.0
300000,1,3.0,1.0,51,-2,-2,1236,-13,0,0,0,49-53,17,-12,5757.0,4589.0
500000,1,1.0,1.0,57,-2,-2,18726,29914,29914,8340,0,53-79,18,-12,118138.0,109451.0
160000,1,2.0,2.0,57,-2,-2,-1,-1,0,0,1,53-79,18,-11,595.0,601.0
50000,1,1.0,2.0,54,2,0,9159,10474,1500,1508,0,53-79,18,2,58872.0,8508.0
10000,1,3.0,2.0,56,2,2,10156,8570,0,1500,0,53-79,18,4,46573.0,9500.0
100000,1,3.0,1.0,54,2,2,81507,83154,3900,7300,1,53-79,18,13,514356.0,21320.0
300000,1,1.0,1.0,58,2,2,148265,158230,14000,6000,1,53-79,18,12,957714.0,45000.0
30000,1,2.0,1.0,57,0,0,24911,26241,1750,2000,1,53-79,18,0,164575.0,7290.0
90000,1,1.0,2.0,52,0,0,91671,91656,4508,5110,0,49-53,17,0,374449.0,18618.0
30000,1,3.0,2.0,53,0,0,29683,26328,1426,1520,0,49-53,17,0,170148.0,7808.0
140000,1,3.0,1.0,53,0,0,133167,135889,5400,3000,0,49-53,17,0,606007.0,22904.0
50000,1,1.0,2.0,53,0,0,49512,50463,1771,2061,0,49-53,17,0,236856.0,7127.0
100000,1,,1.0,53,0,0,184438,188238,3800,3842,0,49-53,17,0,960756.0,15562.0
30000,1,2.0,1.0,49,0,0,29707,28853,2000,3000,0,46-49,16,0,175791.0,17000.0
160000,1,3.0,1.0,51,0,0,4042,4338,1000,0,1,49-53,17,-4,2821.0,9306.0
10000,1,3.0,1.0,57,0,0,7525,6952,1276,2680,0,53-79,18,4,51894.0,5793.0
170000,1,2.0,1.0,57,-1,-1,792,-2604,0,3396,1,53-79,18,-5,168.0,4980.0
50000,1,1.0,1.0,48,0,0,48096,49267,2300,2000,0,46-49,16,0,196832.0,6354.0
500000,1,3.0,1.0,53,-1,2,5008,546,1,0,0,49-53,17,-1,9842.0,4332.0
500000,1,3.0,1.0,55,2,0,613860,512526,37300,11000,1,53-79,18,2,1823413.0,160800.0
20000,1,2.0,1.0,59,3,2,6015,7759,2000,1000,1,53-79,18,15,47048.0,4000.0
20000,1,2.0,1.0,52,0,0,16361,17368,1285,1463,0,49-53,17,0,86379.0,4244.0
80000,1,,1.0,54,0,0,61454,61808,2545,2208,1,53-79,18,0,258701.0,9211.0
500000,1,1.0,1.0,58,1,2,65005,63099,0,2787,0,53-79,18,1,257375.0,9336.0
20000,1,3.0,2.0,62,0,0,16303,17314,1286,1315,0,53-79,18,0,108761.0,5997.0
190000,1,2.0,2.0,56,0,0,105046,85715,2777,2458,0,53-79,18,0,461723.0,15646.0
160000,1,2.0,2.0,59,0,0,86249,85764,5000,4214,0,53-79,18,0,467192.0,21728.0
170000,1,1.0,2.0,51,0,0,201851,195038,6873,7509,1,49-53,17,0,1032597.0,33645.0
80000,1,2.0,1.0,54,0,0,80449,77652,2779,3075,1,53-79,18,0,415990.0,17414.0
180000,1,2.0,1.0,57,0,0,182329,177183,9000,7000,0,53-79,18,0,921947.0,41000.0
50000,1,3.0,2.0,51,2,2,51264,48695,68,1510,1,49-53,17,4,183006.0,5123.0
70000,1,2.0,2.0,62,6,5,112202,103834,0,0,0,53-79,18,20,552435.0,4661.0
20000,1,2.0,1.0,55,0,0,10301,12871,2750,0,1,53-79,18,4,78433.0,10617.0
330000,1,2.0,1.0,48,-1,-1,933,12663,12701,10183,0,46-49,16,-4,147716.0,204278.0
330000,1,3.0,1.0,57,-2,-2,3524,262,300,250,0,53-79,18,-12,5294.0,2150.0
320000,1,1.0,1.0,51,-2,-2,1834,556,556,1622,0,49-53,17,-12,21417.0,21799.0
140000,1,3.0,1.0,59,-1,-1,2859,3447,3447,0,0,53-79,18,-6,11402.0,10845.0
20000,1,2.0,1.0,55,0,0,15793,16823,1300,1302,0,53-79,18,0,117597.0,6569.0
70000,1,3.0,1.0,53,-1,-1,712,712,712,862,0,49-53,17,-1,4872.0,4422.0
240000,1,2.0,2.0,67,0,0,542827,508581,20225,17389,0,53-79,18,0,2853016.0,162081.0
460000,1,2.0,1.0,52,0,0,177520,174746,8000,9000,0,49-53,17,0,1016121.0,43154.0
80000,1,1.0,2.0,56,0,0,89088,83558,3400,2983,1,53-79,18,0,364940.0,22884.0
20000,1,2.0,2.0,56,0,0,15397,17819,3000,1000,0,53-79,18,6,95979.0,7500.0
